"","year","patch","age","numbers","biomass","ssb","numbers_caught","profits","effort","f","mpa","cell_no","juve_ad_hab","hab_qual","price","cost","ssb_at_age","weight_at_age","patch_age_costs","biomass_caught"
"104",2,7,13,32.4814194510793,48.4919193731572,48.4919193731572,NA,NA,0,0,FALSE,753,0,0.05,14500,50,1.49291256948273,1.49291256948273,0,NA
"105",2,7,14,108.152078817753,173.308905786844,173.308905786844,NA,NA,0,0,FALSE,753,0,0.05,14500,50,1.60245561325628,1.60245561325628,0,NA
"106",2,8,0,0,0,0,NA,NA,0,0,FALSE,754,0,0.05,14500,50,1.0399570668672e-56,1.46946568394243e-05,0,NA
"107",2,8,1,0,0,0,NA,NA,0,0,FALSE,754,0,0.05,14500,50,4.35052955424274e-41,0.0100265183242842,0,NA
"108",2,8,2,0,0,0,NA,NA,0,0,FALSE,754,0,0.05,14500,50,1.35634991016692e-27,0.0509851571223298,0,NA
"109",2,8,3,0,0,0,NA,NA,0,0,FALSE,754,0,0.05,14500,50,2.06713041586366e-14,0.126737135431792,0,NA
"110",2,8,4,0,0,0,NA,NA,0,0,FALSE,754,0,0.05,14500,50,0.116302912638089,0.232605825276177,0,NA
"111",2,8,5,147.578533166761,53.2894098137987,53.28940981379,NA,NA,0,0,FALSE,754,0,0.05,14500,50,0.361091878813932,0.361091878813991,0,NA
"112",2,8,6,199.524528702591,100.642540038168,100.642540038168,NA,NA,0,0,FALSE,754,0,0.05,14500,50,0.50441186701503,0.50441186701503,0,NA
"113",2,8,7,153.441340931928,100.599147376374,100.599147376374,NA,NA,0,0,FALSE,754,0,0.05,14500,50,0.655619579217595,0.655619579217595,0,NA
"114",2,8,8,118.00175777928,95.4654640783731,95.4654640783731,NA,NA,0,0,FALSE,754,0,0.05,14500,50,0.809017305123022,0.809017305123022,0,NA
"115",2,8,9,90.7474788373841,87.1367338964969,87.1367338964969,NA,NA,0,0,FALSE,754,0,0.05,14500,50,0.960211071567537,0.960211071567537,0,NA
"116",2,8,10,69.7879851141289,77.1853708672094,77.1853708672094,NA,NA,0,0,FALSE,754,0,0.05,14500,50,1.10599798433761,1.10599798433761,0,NA
"117",2,8,11,53.6694013837825,66.7747531710229,66.7747531710229,NA,NA,0,0,FALSE,754,0,0.05,14500,50,1.24418665849328,1.24418665849328,0,NA
"118",2,8,12,41.2736467485491,56.6853801178607,56.6853801178607,NA,NA,0,0,FALSE,754,0,0.05,14500,50,1.37340372328145,1.37340372328145,0,NA
"119",2,8,13,31.7408778932044,47.3863555731814,47.3863555731814,NA,NA,0,0,FALSE,754,0,0.05,14500,50,1.49291256948273,1.49291256948273,0,NA
"120",2,8,14,105.68632731155,169.357648444834,169.357648444834,NA,NA,0,0,FALSE,754,0,0.05,14500,50,1.60245561325628,1.60245561325628,0,NA
"121",2,9,0,0,0,0,NA,NA,0,0,FALSE,819,0,0.05,14500,50,1.0399570668672e-56,1.46946568394243e-05,0,NA
"122",2,9,1,0,0,0,NA,NA,0,0,FALSE,819,0,0.05,14500,50,4.35052955424274e-41,0.0100265183242842,0,NA
"123",2,9,2,0,0,0,NA,NA,0,0,FALSE,819,0,0.05,14500,50,1.35634991016692e-27,0.0509851571223298,0,NA
"124",2,9,3,0,0,0,NA,NA,0,0,FALSE,819,0,0.05,14500,50,2.06713041586366e-14,0.126737135431792,0,NA
"125",2,9,4,0,0,0,NA,NA,0,0,FALSE,819,0,0.05,14500,50,0.116302912638089,0.232605825276177,0,NA
"126",2,9,5,147.578533166761,53.2894098137987,53.28940981379,NA,NA,0,0,FALSE,819,0,0.05,14500,50,0.361091878813932,0.361091878813991,0,NA
"127",2,9,6,197.105778219259,99.4224935910269,99.4224935910269,NA,NA,0,0,FALSE,819,0,0.05,14500,50,0.50441186701503,0.50441186701503,0,NA
"128",2,9,7,151.581237214578,99.3796269599043,99.3796269599043,NA,NA,0,0,FALSE,819,0,0.05,14500,50,0.655619579217595,0.655619579217595,0,NA
"129",2,9,8,116.571272963611,94.308177107781,94.308177107781,NA,NA,0,0,FALSE,819,0,0.05,14500,50,0.809017305123022,0.809017305123022,0,NA
"130",2,9,9,89.6473859830052,86.08041255797,86.08041255797,NA,NA,0,0,FALSE,819,0,0.05,14500,50,0.960211071567537,0.960211071567537,0,NA
"131",2,9,10,68.9419752334232,76.2496856444193,76.2496856444193,NA,NA,0,0,FALSE,819,0,0.05,14500,50,1.10599798433761,1.10599798433761,0,NA
"132",2,9,11,53.0187901963699,65.9652714117776,65.9652714117776,NA,NA,0,0,FALSE,819,0,0.05,14500,50,1.24418665849328,1.24418665849328,0,NA
"133",2,9,12,40.7733039903375,55.9982075108161,55.9982075108161,NA,NA,0,0,FALSE,819,0,0.05,14500,50,1.37340372328145,1.37340372328145,0,NA
"134",2,9,13,31.3560968126787,46.8119110615655,46.8119110615655,NA,NA,0,0,FALSE,819,0,0.05,14500,50,1.49291256948273,1.49291256948273,0,NA
"135",2,9,14,104.405137189571,167.30459814222,167.30459814222,NA,NA,0,0,FALSE,819,0,0.05,14500,50,1.60245561325628,1.60245561325628,0,NA
"136",2,10,0,0,0,0,NA,NA,0,0,FALSE,929,0,0.1,14500,50,1.0399570668672e-56,1.46946568394243e-05,0,NA
"137",2,10,1,0,0,0,NA,NA,0,0,FALSE,929,0,0.1,14500,50,4.35052955424274e-41,0.0100265183242842,0,NA
"138",2,10,2,0,0,0,NA,NA,0,0,FALSE,929,0,0.1,14500,50,1.35634991016692e-27,0.0509851571223298,0,NA
"139",2,10,3,0,0,0,NA,NA,0,0,FALSE,929,0,0.1,14500,50,2.06713041586366e-14,0.126737135431792,0,NA
"140",2,10,4,0,0,0,NA,NA,0,0,FALSE,929,0,0.1,14500,50,0.116302912638089,0.232605825276177,0,NA
"141",2,10,5,295.157066333522,106.578819627597,106.57881962758,NA,NA,0,0,FALSE,929,0,0.1,14500,50,0.361091878813932,0.361091878813991,0,NA
"142",2,10,6,228.471493467385,115.243732579596,115.243732579596,NA,NA,0,0,FALSE,929,0,0.1,14500,50,0.50441186701503,0.50441186701503,0,NA
"143",2,10,7,175.702569254588,115.194044522143,115.194044522143,NA,NA,0,0,FALSE,929,0,0.1,14500,50,0.655619579217595,0.655619579217595,0,NA
"144",2,10,8,135.121420944666,109.315567837047,109.315567837047,NA,NA,0,0,FALSE,929,0,0.1,14500,50,0.809017305123022,0.809017305123022,0,NA
"145",2,10,9,103.913098570862,99.7785077286305,99.7785077286305,NA,NA,0,0,FALSE,929,0,0.1,14500,50,0.960211071567537,0.960211071567537,0,NA
"146",2,10,10,79.9128071560138,88.3834036373112,88.3834036373112,NA,NA,0,0,FALSE,929,0,0.1,14500,50,1.10599798433761,1.10599798433761,0,NA
"147",2,10,11,61.4557436490972,76.4624163359897,76.4624163359897,NA,NA,0,0,FALSE,929,0,0.1,14500,50,1.24418665849328,1.24418665849328,0,NA
"148",2,10,12,47.2616162774771,64.9092797637863,64.9092797637863,NA,NA,0,0,FALSE,929,0,0.1,14500,50,1.37340372328145,1.37340372328145,0,NA
"149",2,10,13,36.3458358898615,54.2611552483308,54.2611552483308,NA,NA,0,0,FALSE,929,0,0.1,14500,50,1.49291256948273,1.49291256948273,0,NA
"150",2,10,14,121.019271149088,193.928010365039,193.928010365039,NA,NA,0,0,FALSE,929,0,0.1,14500,50,1.60245561325628,1.60245561325628,0,NA
"151",2,11,0,1097.2933,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,1.0399570668672e-56,1.46946568394243e-05,0,NA
"152",2,11,1,843.856925474017,8.46094692633937,3.67122449382713e-38,NA,NA,0,0,FALSE,1264,1,0,14500,50,4.35052955424274e-41,0.0100265183242842,0,NA
"153",2,11,2,648.955489539999,33.0870975995953,8.80210719939909e-25,NA,NA,0,0,FALSE,1264,1,0,14500,50,1.35634991016692e-27,0.0509851571223298,0,NA
"154",2,11,3,499.069468639524,63.2506348368398,1.03164167825368e-11,NA,NA,0,0,FALSE,1264,1,0,14500,50,2.06713041586366e-14,0.126737135431792,0,NA
"155",2,11,4,383.801876311557,89.2745521819948,44.6372760909974,NA,NA,0,0,FALSE,1264,1,0,14500,50,0.116302912638089,0.232605825276177,0,NA
"156",2,11,5,0,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,0.361091878813932,0.361091878813991,0,NA
"157",2,11,6,0,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,0.50441186701503,0.50441186701503,0,NA
"158",2,11,7,0,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,0.655619579217595,0.655619579217595,0,NA
"159",2,11,8,0,0,0,NA,NA,0,0,FALSE,1264,1,0,14500,50,0.809017305123022,0.809017305123022,0,NA
